Sample_ID,Data_Type,Condition,Damage_Type,Vent_Holes,Fiber_Volume_Fraction,Void_Content,Fiber_Orientation_Degree,LBP_Feature_1,LBP_Feature_2,Texture_Contrast,Average_Temperature,Temperature_Variance,Defect_Density,Crack_Length_mm,Fracture_Toughness,Tensile_Strength,Structural_Integrity_Class
6270,C-scan (Pristine with Holes),Pristine,None,2,0.575,0.074,14.18,0.178,0.941,0.426,109.13,13.98,0.031,0.803,56.53,879.03,High
6271,C-scan (BVID with Holes),Damaged,BVID,2,0.479,0.034,73.21,0.676,0.534,0.343,52.73,11.38,0.117,3.088,47.69,709.47,Medium
6272,C-scan (Pristine with Holes),Pristine,None,6,0.526,0.072,62.2,0.637,0.992,0.4,29.51,12.54,0.031,0.831,54.31,424.24,High
6273,Thermograph,Mixed,None,6,0.539,0.051,8.12,0.622,0.411,0.459,46.29,0.78,0.04,3.243,43.04,394.63,Medium
6274,C-scan (BVID with Holes),Damaged,BVID,6,0.632,0.054,57.11,0.874,0.547,0.582,43.89,11.68,0.085,4.712,27.45,655.2,Low
6275,Thermograph,Mixed,Thermal Anomaly,6,0.636,0.077,28.24,0.115,0.595,0.341,59.4,3.02,0.044,2.894,54.15,449.52,High
6276,C-scan (BVID with Holes),Damaged,BVID,4,0.543,0.077,48.63,0.169,0.55,0.662,118.42,11.31,0.099,3.544,51.77,690.79,Medium
6277,Thermograph,Mixed,None,6,0.578,0.02,14.25,0.48,0.183,0.576,76.78,12.5,0.113,1.592,21.24,693.47,Low
6278,Thermograph,Mixed,None,4,0.569,0.036,25.46,0.535,0.595,0.339,28.78,12.41,0.087,3.481,43.61,715.09,Medium
6279,C-scan (BVID with Holes),Damaged,BVID,3,0.501,0.026,15.08,0.342,0.228,0.646,112.96,13.12,0.165,2.927,47.96,859.12,Medium
6280,C-scan (Pristine with Holes),Pristine,None,2,0.452,0.069,48.19,0.911,0.739,0.779,75.25,10.69,0.036,0.307,46.28,857.48,High
6281,C-scan (Pristine with Holes),Pristine,None,5,0.575,0.03,72.39,0.747,0.938,0.446,93.3,10.06,0.034,0.96,39.95,461.37,Medium
6282,Thermograph,Mixed,Thermal Anomaly,4,0.546,0.07,88.68,0.611,0.434,0.628,93.79,10.61,0.1,1.139,36.51,731.46,Medium
6283,Thermograph,Mixed,Thermal Anomaly,6,0.686,0.032,60.33,0.294,0.525,0.66,53.83,3.53,0.09,2.219,59.76,599.29,Medium
6284,C-scan (BVID with Holes),Damaged,BVID,5,0.7,0.06,84.8,0.769,0.414,0.608,88.97,14.85,0.095,2.807,54.2,748.79,Medium
6285,C-scan (Pristine with Holes),Pristine,None,5,0.681,0.042,78.93,0.198,0.913,0.436,93.81,5.76,0.036,0.187,41.6,721.27,Medium
6286,C-scan (Pristine with Holes),Pristine,None,2,0.453,0.058,72.76,0.112,0.12,0.617,43.04,0.95,0.034,0.261,44.13,468.16,Medium
6287,C-scan (BVID with Holes),Damaged,BVID,2,0.639,0.011,61.32,0.623,0.487,0.448,81.71,8.06,0.172,1.882,46.74,430.05,Medium
6288,Thermograph,Mixed,None,2,0.572,0.016,86.0,0.477,0.405,0.685,50.63,9.56,0.046,2.596,21.27,548.48,Low
6289,Thermograph,Mixed,None,5,0.698,0.073,87.21,0.302,0.907,0.879,85.78,8.01,0.047,0.856,20.27,389.09,Low
6290,C-scan (BVID with Holes),Damaged,BVID,3,0.61,0.079,74.76,0.266,0.33,0.379,74.54,5.55,0.17,2.319,53.99,527.3,Medium
6291,Thermograph,Mixed,Thermal Anomaly,3,0.586,0.072,45.03,0.379,0.292,0.624,108.34,8.47,0.048,1.11,29.73,799.51,Low
6292,C-scan (Pristine with Holes),Pristine,None,3,0.559,0.03,32.76,0.272,0.676,0.838,107.88,12.19,0.034,0.153,37.36,714.48,Medium
6293,C-scan (BVID with Holes),Damaged,BVID,3,0.462,0.069,33.74,0.905,0.58,0.612,37.58,2.02,0.16,4.739,38.9,891.39,Medium
6294,C-scan (BVID with Holes),Damaged,BVID,6,0.666,0.012,16.56,0.651,0.127,0.349,68.67,12.81,0.191,2.164,54.09,367.92,Medium
6295,C-scan (BVID with Holes),Damaged,BVID,6,0.694,0.057,1.65,0.899,0.921,0.784,67.71,6.34,0.097,4.241,50.75,794.52,Medium
6296,C-scan (BVID with Holes),Damaged,BVID,2,0.546,0.047,5.16,0.832,0.586,0.562,118.84,4.54,0.146,1.698,49.82,763.84,Medium
6297,C-scan (Pristine with Holes),Pristine,None,5,0.511,0.019,88.45,0.907,0.321,0.884,105.98,11.26,0.015,0.747,47.04,589.38,High
6298,C-scan (Pristine with Holes),Pristine,None,3,0.457,0.067,41.57,0.621,0.419,0.22,85.63,3.9,0.042,0.588,20.93,485.7,Low
6299,Thermograph,Mixed,Thermal Anomaly,2,0.466,0.056,9.88,0.413,0.578,0.221,100.77,9.49,0.106,0.987,34.82,850.27,Medium
6300,C-scan (Pristine with Holes),Pristine,None,3,0.692,0.069,32.62,0.624,0.232,0.319,78.31,12.28,0.027,0.213,31.52,759.17,Medium
6301,C-scan (Pristine with Holes),Pristine,None,2,0.639,0.074,48.71,0.228,0.924,0.645,94.34,5.54,0.047,0.788,46.07,759.13,High
6302,C-scan (BVID with Holes),Damaged,BVID,2,0.648,0.032,21.78,0.653,0.378,0.608,75.23,13.54,0.137,4.706,34.22,483.44,Medium
6303,C-scan (Pristine with Holes),Pristine,None,2,0.597,0.032,73.41,0.236,0.858,0.75,92.19,9.99,0.044,0.539,45.89,494.32,High
6304,Thermograph,Mixed,None,2,0.458,0.013,51.76,0.961,0.123,0.721,93.63,10.47,0.145,1.557,24.5,532.19,Low
6305,C-scan (BVID with Holes),Damaged,BVID,4,0.559,0.012,84.19,0.209,0.697,0.711,33.53,2.39,0.089,4.124,21.0,385.1,Low
6306,C-scan (BVID with Holes),Damaged,BVID,5,0.491,0.034,74.68,0.929,0.122,0.294,82.47,2.51,0.186,4.373,46.41,621.43,Medium
6307,C-scan (Pristine with Holes),Pristine,None,4,0.691,0.068,80.3,0.32,0.852,0.343,28.09,9.34,0.016,0.338,33.62,406.51,Medium
6308,C-scan (BVID with Holes),Damaged,BVID,5,0.695,0.057,14.2,0.193,0.584,0.352,108.58,14.08,0.151,1.076,40.43,883.8,Medium
6309,Thermograph,Mixed,None,3,0.62,0.016,86.1,0.429,0.417,0.865,77.69,7.79,0.046,1.665,52.34,627.98,High
6310,Thermograph,Mixed,None,5,0.643,0.015,57.52,0.767,0.857,0.224,95.04,6.1,0.143,3.327,57.92,731.04,Medium
6311,C-scan (Pristine with Holes),Pristine,None,4,0.487,0.06,22.66,0.998,0.916,0.69,75.04,13.47,0.038,0.917,45.56,647.73,High
6312,Thermograph,Mixed,None,6,0.688,0.054,80.18,0.301,0.318,0.268,26.59,13.8,0.062,1.584,34.63,786.72,Medium
6313,C-scan (BVID with Holes),Damaged,BVID,2,0.642,0.064,30.53,0.912,0.407,0.227,102.84,3.02,0.107,1.337,50.77,871.36,Medium
6314,C-scan (BVID with Holes),Damaged,BVID,6,0.534,0.018,64.71,0.7,0.86,0.299,60.55,12.74,0.116,2.849,45.37,390.71,Medium
6315,C-scan (BVID with Holes),Damaged,BVID,4,0.628,0.053,85.16,0.954,0.36,0.728,75.82,11.94,0.095,1.96,54.14,642.55,Medium
6316,C-scan (BVID with Holes),Damaged,BVID,6,0.452,0.073,35.11,0.845,0.635,0.452,114.76,11.36,0.126,4.45,48.89,602.29,Medium
6317,C-scan (BVID with Holes),Damaged,BVID,4,0.484,0.046,22.3,0.187,0.581,0.863,69.01,7.99,0.182,1.711,40.03,465.41,Medium
6318,C-scan (BVID with Holes),Damaged,BVID,3,0.673,0.021,83.49,0.743,0.939,0.418,71.35,7.62,0.151,1.299,57.96,698.87,Medium
6319,C-scan (Pristine with Holes),Pristine,None,4,0.493,0.023,65.34,0.751,0.244,0.475,84.13,0.83,0.028,0.642,44.21,838.69,Medium
6320,Thermograph,Mixed,Thermal Anomaly,3,0.692,0.013,79.31,0.755,0.453,0.785,107.72,14.85,0.115,0.967,38.48,891.03,Medium
6321,Thermograph,Mixed,Thermal Anomaly,5,0.583,0.033,76.33,0.544,0.646,0.499,55.48,5.53,0.051,0.805,36.59,359.11,Medium
6322,Thermograph,Mixed,None,3,0.557,0.029,25.02,0.76,0.544,0.608,55.01,6.38,0.086,2.43,48.35,564.82,Medium
6323,C-scan (Pristine with Holes),Pristine,None,4,0.666,0.026,55.55,0.567,0.765,0.435,40.44,14.79,0.014,0.233,48.59,550.54,High
6324,C-scan (BVID with Holes),Damaged,BVID,4,0.543,0.071,60.12,0.418,0.977,0.859,61.72,7.07,0.129,1.949,47.7,786.19,Medium
6325,C-scan (BVID with Holes),Damaged,BVID,2,0.542,0.045,68.7,0.709,0.1,0.491,26.37,3.79,0.186,2.692,49.33,646.87,Medium
6326,Thermograph,Mixed,Thermal Anomaly,5,0.576,0.011,41.4,0.36,0.164,0.431,27.9,0.9,0.139,1.869,22.43,447.87,Low
6327,C-scan (Pristine with Holes),Pristine,None,2,0.663,0.038,43.71,0.157,0.203,0.817,103.9,13.41,0.038,0.144,43.08,723.62,Medium
6328,Thermograph,Mixed,None,6,0.464,0.023,69.37,0.224,0.938,0.372,61.58,5.53,0.032,0.928,47.99,560.38,High
6329,C-scan (BVID with Holes),Damaged,BVID,2,0.564,0.068,11.11,0.46,0.93,0.814,32.86,7.82,0.146,3.101,42.04,661.95,Medium
6330,C-scan (Pristine with Holes),Pristine,None,2,0.597,0.044,27.18,0.34,0.943,0.782,55.16,6.85,0.036,0.209,59.22,364.71,High
6331,C-scan (Pristine with Holes),Pristine,None,2,0.466,0.01,4.34,0.981,0.659,0.859,77.49,12.58,0.016,0.275,22.09,548.29,Low
6332,C-scan (BVID with Holes),Damaged,BVID,6,0.66,0.068,20.01,0.119,0.528,0.606,66.09,7.98,0.09,2.967,41.35,704.81,Medium
6333,Thermograph,Mixed,Thermal Anomaly,4,0.451,0.077,74.2,0.277,0.767,0.326,94.27,2.97,0.056,3.022,54.25,545.16,High
6334,Thermograph,Mixed,Thermal Anomaly,4,0.564,0.056,83.37,0.782,0.4,0.618,42.97,1.89,0.14,0.753,42.82,476.93,Medium
6335,C-scan (Pristine with Holes),Pristine,None,6,0.462,0.02,87.57,0.936,0.468,0.888,78.27,4.87,0.041,0.36,29.5,667.97,Low
6336,C-scan (Pristine with Holes),Pristine,None,4,0.607,0.045,68.59,0.537,0.336,0.398,97.0,13.47,0.043,0.157,21.95,687.59,Low
6337,Thermograph,Mixed,Thermal Anomaly,6,0.615,0.066,53.25,0.976,0.36,0.797,49.5,6.34,0.146,1.33,45.4,878.04,Medium
6338,C-scan (Pristine with Holes),Pristine,None,4,0.541,0.072,70.52,0.654,0.913,0.573,117.66,14.64,0.021,0.653,49.22,656.51,High
6339,C-scan (Pristine with Holes),Pristine,None,5,0.457,0.06,51.6,0.18,0.469,0.721,108.9,10.76,0.04,0.318,58.75,435.94,High
6340,C-scan (BVID with Holes),Damaged,BVID,6,0.557,0.047,10.04,0.621,0.196,0.337,33.96,3.08,0.1,4.496,56.73,806.97,Medium
6341,C-scan (Pristine with Holes),Pristine,None,3,0.61,0.036,40.15,0.511,0.484,0.536,94.37,9.29,0.015,0.228,56.64,838.86,High
6342,C-scan (Pristine with Holes),Pristine,None,5,0.591,0.042,22.07,0.714,0.233,0.325,114.2,6.62,0.027,0.522,51.16,373.55,High
6343,C-scan (Pristine with Holes),Pristine,None,6,0.616,0.049,5.58,0.311,0.512,0.331,86.08,2.13,0.014,0.634,22.01,459.65,Low
6344,C-scan (Pristine with Holes),Pristine,None,6,0.688,0.039,55.63,0.3,0.421,0.472,75.86,1.57,0.015,0.49,54.37,734.84,High
6345,C-scan (Pristine with Holes),Pristine,None,6,0.46,0.015,78.17,0.255,0.886,0.463,81.53,2.45,0.05,0.123,29.8,386.47,Low
6346,C-scan (Pristine with Holes),Pristine,None,4,0.564,0.077,48.22,0.534,0.589,0.369,37.21,2.29,0.018,0.138,24.03,417.33,Low
6347,Thermograph,Mixed,Thermal Anomaly,5,0.483,0.052,85.38,0.471,0.767,0.651,38.36,13.11,0.044,0.52,33.68,665.56,Medium
6348,Thermograph,Mixed,Thermal Anomaly,3,0.456,0.029,79.42,0.512,0.546,0.252,68.38,4.42,0.127,0.557,37.43,493.96,Medium
6349,C-scan (BVID with Holes),Damaged,BVID,6,0.463,0.07,56.74,0.962,0.31,0.33,84.13,13.24,0.127,4.47,36.46,789.96,Medium
6350,Thermograph,Mixed,None,2,0.69,0.07,71.1,0.923,0.156,0.451,39.77,11.47,0.107,0.593,56.87,361.83,Medium
6351,C-scan (BVID with Holes),Damaged,BVID,5,0.691,0.06,2.99,0.144,0.157,0.584,48.92,5.54,0.088,3.657,38.22,728.41,Medium
6352,Thermograph,Mixed,Thermal Anomaly,5,0.602,0.04,88.16,0.238,0.219,0.578,37.94,8.32,0.071,2.998,25.26,764.8,Low
6353,C-scan (Pristine with Holes),Pristine,None,2,0.55,0.047,70.63,0.708,0.852,0.446,112.01,10.19,0.035,0.677,28.22,663.7,Low
6354,Thermograph,Mixed,None,4,0.518,0.037,30.12,0.451,0.596,0.331,30.39,3.38,0.127,1.429,51.99,501.75,Medium
6355,C-scan (Pristine with Holes),Pristine,None,6,0.544,0.077,76.21,0.192,0.572,0.24,89.89,11.77,0.017,0.71,40.38,773.8,Medium
6356,C-scan (Pristine with Holes),Pristine,None,6,0.614,0.075,36.64,0.141,0.417,0.543,26.18,6.34,0.034,0.98,47.66,818.42,High
6357,C-scan (Pristine with Holes),Pristine,None,6,0.621,0.032,11.56,0.754,0.502,0.402,87.31,6.13,0.015,0.767,55.72,434.61,High
6358,C-scan (BVID with Holes),Damaged,BVID,5,0.553,0.067,79.77,0.113,0.747,0.706,50.68,13.74,0.088,4.63,23.23,350.88,Low
6359,C-scan (BVID with Holes),Damaged,BVID,4,0.6,0.022,9.75,0.331,0.955,0.426,32.83,8.96,0.183,4.869,42.05,421.64,Medium
6360,C-scan (Pristine with Holes),Pristine,None,4,0.629,0.04,21.04,0.793,0.348,0.62,97.48,13.91,0.049,0.289,23.61,385.09,Low
6361,C-scan (BVID with Holes),Damaged,BVID,5,0.614,0.033,37.81,0.982,0.522,0.211,87.34,8.83,0.099,4.934,21.42,897.31,Low
6362,Thermograph,Mixed,None,2,0.486,0.022,34.64,0.361,0.2,0.289,117.81,1.49,0.084,2.177,32.57,797.07,Medium
6363,Thermograph,Mixed,None,6,0.539,0.079,39.53,0.177,0.462,0.585,101.22,4.28,0.097,0.649,58.88,867.08,Medium
6364,C-scan (BVID with Holes),Damaged,BVID,6,0.514,0.017,87.16,0.523,0.67,0.262,95.87,1.29,0.128,4.35,20.7,768.12,Low
6365,C-scan (BVID with Holes),Damaged,BVID,6,0.579,0.069,9.1,0.983,0.477,0.841,102.44,14.96,0.175,1.909,43.47,765.15,Medium
6366,Thermograph,Mixed,None,3,0.535,0.068,80.8,0.262,0.94,0.456,25.76,9.55,0.122,2.409,58.62,670.12,Medium
6367,C-scan (BVID with Holes),Damaged,BVID,5,0.464,0.023,36.31,0.669,0.24,0.732,79.98,0.59,0.13,4.841,31.27,734.67,Medium
6368,Thermograph,Mixed,Thermal Anomaly,6,0.522,0.073,85.09,0.922,0.309,0.43,70.89,6.46,0.114,1.226,47.25,356.16,Medium
6369,C-scan (BVID with Holes),Damaged,BVID,4,0.474,0.046,71.61,0.256,0.999,0.512,33.8,8.2,0.117,1.071,58.37,682.49,Medium
6370,Thermograph,Mixed,Thermal Anomaly,5,0.457,0.033,28.44,0.71,0.783,0.331,115.41,1.68,0.107,0.922,54.81,839.1,Medium
6371,C-scan (BVID with Holes),Damaged,BVID,6,0.464,0.018,39.52,0.789,0.519,0.869,41.8,8.26,0.128,1.28,47.74,831.28,Medium
6372,C-scan (Pristine with Holes),Pristine,None,6,0.677,0.046,60.75,0.598,0.843,0.743,74.35,14.87,0.027,0.129,22.19,481.74,Low
6373,Thermograph,Mixed,None,2,0.601,0.039,18.31,0.926,0.999,0.691,30.91,0.74,0.121,1.957,38.86,831.69,Medium
6374,Thermograph,Mixed,None,5,0.591,0.08,7.79,0.172,0.58,0.829,89.88,5.87,0.061,2.917,59.01,652.26,High
6375,C-scan (BVID with Holes),Damaged,BVID,4,0.614,0.023,77.52,0.616,0.639,0.604,113.32,6.16,0.114,3.248,20.15,804.26,Low
6376,Thermograph,Mixed,Thermal Anomaly,6,0.568,0.034,10.94,0.911,0.597,0.525,65.67,8.37,0.071,0.691,39.92,502.56,Medium
6377,C-scan (BVID with Holes),Damaged,BVID,5,0.636,0.042,44.52,0.231,0.865,0.398,29.47,12.35,0.105,3.428,43.45,771.6,Medium
6378,Thermograph,Mixed,None,3,0.506,0.025,48.91,0.497,0.487,0.303,48.06,12.51,0.106,2.909,30.36,688.6,Medium
6379,Thermograph,Mixed,None,6,0.629,0.043,1.53,0.131,0.529,0.551,89.44,13.28,0.054,3.028,27.93,630.31,Low
6380,Thermograph,Mixed,Thermal Anomaly,4,0.633,0.047,76.71,0.477,0.756,0.594,116.31,12.99,0.055,1.346,37.31,584.16,Medium
6381,Thermograph,Mixed,Thermal Anomaly,5,0.473,0.052,74.42,0.559,0.734,0.424,30.92,10.95,0.141,2.184,23.95,794.32,Low
6382,C-scan (Pristine with Holes),Pristine,None,6,0.475,0.067,55.08,0.215,0.734,0.373,69.29,12.1,0.023,0.449,43.88,737.57,Medium
6383,Thermograph,Mixed,None,6,0.581,0.064,44.71,0.907,0.885,0.268,89.51,9.8,0.074,3.212,58.55,762.25,High
6384,Thermograph,Mixed,Thermal Anomaly,3,0.57,0.034,53.78,0.886,0.672,0.513,52.83,8.73,0.105,1.289,51.59,543.17,Medium
6385,Thermograph,Mixed,None,2,0.66,0.035,22.45,0.453,0.992,0.525,100.12,6.68,0.106,0.79,44.83,455.25,Medium
6386,C-scan (BVID with Holes),Damaged,BVID,3,0.469,0.061,54.52,0.137,0.873,0.488,74.37,12.9,0.126,3.266,54.2,407.11,Medium
6387,Thermograph,Mixed,None,4,0.666,0.044,45.3,0.403,0.541,0.605,105.4,2.27,0.137,2.978,41.03,817.69,Medium
6388,Thermograph,Mixed,None,3,0.526,0.075,22.0,0.992,0.715,0.299,74.77,5.86,0.09,3.356,23.05,685.46,Low
6389,Thermograph,Mixed,Thermal Anomaly,3,0.652,0.044,43.67,0.621,0.898,0.829,45.68,13.0,0.062,1.768,43.49,622.32,Medium
6390,C-scan (Pristine with Holes),Pristine,None,4,0.654,0.07,76.51,0.687,0.898,0.247,69.12,3.9,0.033,0.971,34.67,403.23,Medium
6391,C-scan (BVID with Holes),Damaged,BVID,2,0.488,0.078,69.09,0.263,0.232,0.614,97.81,2.73,0.11,4.164,21.24,613.65,Low
6392,C-scan (BVID with Holes),Damaged,BVID,4,0.542,0.076,61.56,0.351,0.712,0.818,75.91,1.64,0.197,3.7,35.03,830.65,Medium
6393,C-scan (BVID with Holes),Damaged,BVID,4,0.466,0.016,55.49,0.212,0.912,0.242,55.05,0.85,0.082,2.594,52.88,676.7,Medium
6394,C-scan (Pristine with Holes),Pristine,None,5,0.683,0.016,17.04,0.842,0.78,0.81,87.67,9.83,0.032,0.593,23.44,651.87,Low
6395,Thermograph,Mixed,Thermal Anomaly,5,0.612,0.049,2.97,0.692,0.547,0.241,106.01,14.51,0.094,1.654,30.76,841.89,Medium
6396,C-scan (BVID with Holes),Damaged,BVID,4,0.531,0.061,38.94,0.138,0.278,0.416,59.63,1.9,0.138,3.274,48.44,839.04,Medium
6397,C-scan (Pristine with Holes),Pristine,None,6,0.679,0.068,46.67,0.335,0.962,0.266,78.29,8.1,0.016,0.594,22.13,540.3,Low
6398,C-scan (Pristine with Holes),Pristine,None,6,0.509,0.078,9.89,0.158,0.201,0.219,98.53,7.41,0.026,0.33,49.01,796.23,High
6399,C-scan (Pristine with Holes),Pristine,None,4,0.493,0.016,1.71,0.144,0.164,0.281,28.75,4.46,0.021,0.287,32.64,595.14,Medium
6400,C-scan (BVID with Holes),Damaged,BVID,5,0.477,0.064,50.91,0.331,0.823,0.711,67.36,3.23,0.102,2.699,47.27,583.45,Medium
6401,C-scan (Pristine with Holes),Pristine,None,5,0.452,0.042,2.42,0.154,0.162,0.404,51.4,5.35,0.033,0.971,53.62,423.32,High
6402,C-scan (BVID with Holes),Damaged,BVID,5,0.495,0.074,80.21,0.516,0.997,0.297,119.03,7.49,0.099,2.823,59.55,724.09,Medium
6403,C-scan (BVID with Holes),Damaged,BVID,3,0.578,0.029,21.58,0.362,0.835,0.779,69.67,11.58,0.105,2.814,29.51,575.97,Low
6404,C-scan (BVID with Holes),Damaged,BVID,4,0.636,0.04,69.51,0.867,0.755,0.348,47.34,11.41,0.114,1.584,54.83,490.63,Medium
6405,C-scan (BVID with Holes),Damaged,BVID,6,0.508,0.067,77.59,0.668,0.828,0.77,94.08,14.14,0.156,4.445,48.84,689.16,Medium
6406,C-scan (BVID with Holes),Damaged,BVID,5,0.551,0.011,7.31,0.504,0.216,0.282,88.23,4.69,0.113,2.643,22.93,742.78,Low
6407,Thermograph,Mixed,None,6,0.595,0.06,54.52,0.544,0.397,0.268,35.35,9.4,0.03,0.556,50.15,678.45,High
6408,Thermograph,Mixed,None,6,0.586,0.023,16.02,0.213,0.59,0.219,61.82,2.33,0.034,0.906,30.04,554.01,Medium
6409,C-scan (Pristine with Holes),Pristine,None,4,0.619,0.017,4.0,0.266,0.821,0.865,41.38,7.67,0.01,0.483,20.52,628.57,Low
6410,Thermograph,Mixed,Thermal Anomaly,3,0.574,0.027,38.65,0.789,0.17,0.749,60.73,10.79,0.034,2.08,52.46,760.79,High
6411,C-scan (Pristine with Holes),Pristine,None,6,0.699,0.041,66.73,0.15,0.296,0.647,102.81,7.23,0.014,0.137,43.59,826.11,Medium
6412,C-scan (Pristine with Holes),Pristine,None,6,0.638,0.053,68.18,0.614,0.788,0.394,56.81,5.97,0.017,0.812,22.81,697.85,Low
6413,C-scan (BVID with Holes),Damaged,BVID,4,0.695,0.031,66.62,0.738,0.327,0.538,44.76,8.24,0.192,4.118,20.9,591.9,Low
6414,C-scan (BVID with Holes),Damaged,BVID,3,0.625,0.012,5.48,0.55,0.51,0.34,32.93,6.98,0.183,2.686,52.75,433.5,Medium
6415,C-scan (Pristine with Holes),Pristine,None,6,0.618,0.055,89.96,0.629,0.957,0.296,38.31,4.82,0.017,0.622,49.48,385.13,High
6416,Thermograph,Mixed,None,4,0.574,0.068,38.78,0.233,0.296,0.64,43.3,4.64,0.073,1.829,34.0,433.34,Medium
6417,C-scan (BVID with Holes),Damaged,BVID,5,0.653,0.079,39.54,0.915,0.316,0.784,62.0,6.7,0.108,2.18,55.65,769.66,Medium
6418,Thermograph,Mixed,Thermal Anomaly,3,0.528,0.052,72.62,0.588,0.148,0.854,27.25,2.37,0.069,0.785,59.53,879.1,High
6419,C-scan (Pristine with Holes),Pristine,None,6,0.469,0.062,3.26,0.702,0.479,0.309,46.37,6.92,0.022,0.355,52.38,632.21,High
6420,C-scan (Pristine with Holes),Pristine,None,3,0.571,0.023,71.46,0.671,0.783,0.7,35.69,12.43,0.036,0.614,32.76,410.16,Medium
6421,C-scan (Pristine with Holes),Pristine,None,2,0.464,0.054,0.9,0.778,0.703,0.692,84.86,8.23,0.033,0.742,51.28,742.53,High
6422,Thermograph,Mixed,Thermal Anomaly,2,0.665,0.072,20.98,0.715,0.888,0.6,111.54,1.99,0.125,1.105,31.46,850.56,Medium
6423,Thermograph,Mixed,Thermal Anomaly,3,0.633,0.054,14.79,0.678,0.517,0.22,71.82,8.54,0.134,1.252,35.38,436.41,Medium
6424,C-scan (Pristine with Holes),Pristine,None,5,0.606,0.058,19.0,0.653,0.256,0.863,62.11,13.97,0.028,0.264,59.38,651.31,High
6425,C-scan (Pristine with Holes),Pristine,None,5,0.456,0.078,45.3,0.254,0.393,0.45,43.92,8.91,0.013,0.488,49.86,634.87,High
6426,C-scan (Pristine with Holes),Pristine,None,2,0.453,0.015,56.94,0.307,0.697,0.208,96.99,12.02,0.038,0.453,53.91,515.95,High
6427,C-scan (Pristine with Holes),Pristine,None,2,0.671,0.047,17.06,0.995,0.987,0.424,52.0,0.61,0.05,0.25,49.41,350.25,High
6428,C-scan (BVID with Holes),Damaged,BVID,5,0.547,0.059,79.26,0.246,0.996,0.307,36.42,1.26,0.182,2.544,23.92,544.15,Low
6429,C-scan (Pristine with Holes),Pristine,None,4,0.563,0.041,30.84,0.178,0.858,0.479,42.5,8.51,0.015,0.277,48.34,838.93,High
6430,C-scan (BVID with Holes),Damaged,BVID,2,0.579,0.02,78.84,0.508,0.444,0.774,30.55,14.63,0.173,2.977,37.8,498.42,Medium
6431,C-scan (BVID with Holes),Damaged,BVID,2,0.48,0.04,34.7,0.74,0.864,0.712,78.9,11.57,0.097,3.103,47.95,610.35,Medium
6432,C-scan (BVID with Holes),Damaged,BVID,4,0.687,0.047,23.78,0.745,0.505,0.474,85.16,5.24,0.126,2.047,33.42,741.26,Medium
6433,C-scan (Pristine with Holes),Pristine,None,6,0.496,0.032,60.36,0.556,0.553,0.463,91.95,11.43,0.016,0.765,24.52,734.14,Low
6434,C-scan (BVID with Holes),Damaged,BVID,3,0.53,0.045,49.82,0.636,0.839,0.548,79.75,14.6,0.11,1.151,55.2,724.26,Medium
6435,C-scan (Pristine with Holes),Pristine,None,2,0.493,0.072,63.91,0.549,0.488,0.705,94.78,12.87,0.036,0.926,55.25,373.0,High
6436,C-scan (Pristine with Holes),Pristine,None,4,0.655,0.036,59.56,0.219,0.658,0.569,86.91,8.57,0.049,0.918,47.99,611.68,High
6437,Thermograph,Mixed,Thermal Anomaly,3,0.665,0.029,82.19,0.73,0.421,0.731,119.75,3.85,0.115,2.515,47.92,834.22,Medium
6438,C-scan (Pristine with Holes),Pristine,None,5,0.633,0.055,87.94,0.331,0.682,0.856,96.92,13.18,0.034,0.914,33.16,687.61,Medium
6439,Thermograph,Mixed,None,6,0.46,0.017,14.77,0.212,0.286,0.471,112.43,6.34,0.149,3.22,46.81,402.48,Medium
6440,C-scan (BVID with Holes),Damaged,BVID,3,0.629,0.042,8.33,0.588,0.74,0.852,52.66,7.95,0.142,4.557,40.88,708.34,Medium
6441,Thermograph,Mixed,None,4,0.655,0.067,20.39,0.553,0.108,0.456,92.94,4.43,0.097,2.063,43.57,553.39,Medium
6442,C-scan (Pristine with Holes),Pristine,None,6,0.522,0.045,13.66,0.951,0.636,0.723,81.82,3.18,0.03,0.575,24.39,690.61,Low
6443,Thermograph,Mixed,None,4,0.628,0.027,50.52,0.595,0.48,0.889,42.72,13.61,0.092,1.371,28.67,754.9,Low
6444,Thermograph,Mixed,Thermal Anomaly,6,0.665,0.052,85.51,0.915,0.893,0.64,119.59,1.72,0.121,1.974,33.91,835.49,Medium
6445,C-scan (Pristine with Holes),Pristine,None,2,0.482,0.028,48.91,0.531,0.473,0.378,114.01,14.92,0.017,0.108,27.82,784.9,Low
6446,C-scan (BVID with Holes),Damaged,BVID,2,0.562,0.057,76.25,0.245,0.614,0.287,59.42,11.13,0.103,4.724,34.54,496.91,Medium
6447,C-scan (BVID with Holes),Damaged,BVID,6,0.634,0.019,43.3,0.767,0.127,0.803,79.12,9.36,0.083,1.42,37.47,778.35,Medium
6448,Thermograph,Mixed,None,5,0.623,0.053,31.21,0.63,0.695,0.834,90.65,8.56,0.135,1.189,23.52,534.85,Low
6449,C-scan (BVID with Holes),Damaged,BVID,5,0.487,0.079,1.63,0.547,0.104,0.277,60.58,13.06,0.136,2.982,33.06,431.6,Medium
6450,C-scan (BVID with Holes),Damaged,BVID,5,0.677,0.061,12.49,0.434,0.257,0.694,119.22,0.87,0.114,1.603,29.0,850.88,Low
